audio_context,audio_utterance,Sarcasm,Sarcasm_Type,Implicit_Emotion,Explicit_Emotion,Valence,Arousal
audio_context/1_7953_c.wav,audio_utterance/1_7953_u.wav,1,PRO,Disgust,Neutral,4.0,5.0
audio_context/1_80_c.wav,audio_utterance/1_80_u.wav,0,NONE,Disgust,Excitement,4.0,6.0
audio_context/1_8042_c.wav,audio_utterance/1_8042_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_8045_c.wav,audio_utterance/1_8045_u.wav,1,PRO,Disgust,Neutral,3.0,7.0
audio_context/1_8052_c.wav,audio_utterance/1_8052_u.wav,1,ILL,Ridicule,Excitement,4.0,7.0
audio_context/1_8078_c.wav,audio_utterance/1_8078_u.wav,0,NONE,Frustration,Frustration,3.0,7.0
audio_context/1_8136_c.wav,audio_utterance/1_8136_u.wav,1,PRO,Sadness,Happiness,3.0,7.0
audio_context/1_8159_c.wav,audio_utterance/1_8159_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_8185_c.wav,audio_utterance/1_8185_u.wav,0,NONE,Anger,Anger,3.0,7.0
audio_context/1_8217_c.wav,audio_utterance/1_8217_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_8407_c.wav,audio_utterance/1_8407_u.wav,1,EMB,Frustration,Excitement,3.0,8.0
audio_context/1_8417_c.wav,audio_utterance/1_8417_u.wav,0,NONE,Sadness,Sadness,4.0,4.0
audio_context/1_8452_c.wav,audio_utterance/1_8452_u.wav,1,PRO,Frustration,Neutral,3.0,7.0
audio_context/1_8505_c.wav,audio_utterance/1_8505_u.wav,0,NONE,Anger,Anger,3.0,7.0
audio_context/1_8717_c.wav,audio_utterance/1_8717_u.wav,1,PRO,Anger,Happiness,3.0,7.0
audio_context/1_8746_c.wav,audio_utterance/1_8746_u.wav,1,EMB,Frustration,Sadness,2.0,8.0
audio_context/1_8749_c.wav,audio_utterance/1_8749_u.wav,1,EMB,Disgust,Happiness,4.0,7.0
audio_context/1_8827_c.wav,audio_utterance/1_8827_u.wav,1,PRO,Frustration,Neutral,3.0,8.0
audio_context/1_8837_c.wav,audio_utterance/1_8837_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_90_c.wav,audio_utterance/1_90_u.wav,0,NONE,Excitement,Excitement,6.0,7.0
audio_context/1_9003_c.wav,audio_utterance/1_9003_u.wav,0,NONE,Happiness,Happiness,7.0,7.0
audio_context/1_9009_c.wav,audio_utterance/1_9009_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_9087_c.wav,audio_utterance/1_9087_u.wav,1,PRO,Anger,Neutral,2.0,8.0
audio_context/1_9245_c.wav,audio_utterance/1_9245_u.wav,0,NONE,Frustration,Frustration,4.0,5.0
audio_context/1_9594_c.wav,audio_utterance/1_9594_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_9668_c.wav,audio_utterance/1_9668_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_971_c.wav,audio_utterance/1_971_u.wav,1,PRO,Anger,Neutral,3.0,7.0
audio_context/1_9963_c.wav,audio_utterance/1_9963_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_9971_c.wav,audio_utterance/1_9971_u.wav,1,PRO,Disgust,Happiness,3.0,7.0
audio_context/1_9972_c.wav,audio_utterance/1_9972_u.wav,1,PRO,Frustration,Happiness,3.0,7.0
audio_context/1_9993_c.wav,audio_utterance/1_9993_u.wav,1,PRO,Frustration,Happiness,4.0,7.0
audio_context/1_S09E01_027_c.wav,audio_utterance/1_S09E01_027_u.wav,1,ILL,Ridicule,Excitement,4.0,6.0
audio_context/1_S09E01_368_c.wav,audio_utterance/1_S09E01_368_u.wav,1,PRO,Disgust,Happiness,4.0,8.0
audio_context/1_S09E01_379_c.wav,audio_utterance/1_S09E01_379_u.wav,0,NONE,Happiness,Happiness,7.0,6.0
audio_context/1_S09E01_403_c.wav,audio_utterance/1_S09E01_403_u.wav,0,NONE,Frustration,Frustration,3.0,8.0
audio_context/1_S09E01_439_c.wav,audio_utterance/1_S09E01_439_u.wav,0,NONE,Sadness,Sadness,2.0,4.0
audio_context/1_S09E02_002_c.wav,audio_utterance/1_S09E02_002_u.wav,0,NONE,Sadness,Sadness,3.0,5.0
audio_context/1_S09E02_064_c.wav,audio_utterance/1_S09E02_064_u.wav,0,NONE,Frustration,Frustration,2.0,6.0
audio_context/1_S09E02_078_c.wav,audio_utterance/1_S09E02_078_u.wav,0,NONE,Anger,Anger,3.0,6.0
audio_context/1_S09E02_178_c.wav,audio_utterance/1_S09E02_178_u.wav,0,NONE,Anger,Anger,3.0,7.0
audio_context/1_S09E02_215_c.wav,audio_utterance/1_S09E02_215_u.wav,0,NONE,Anger,Anger,3.0,6.0
audio_context/1_S09E02_271_c.wav,audio_utterance/1_S09E02_271_u.wav,0,NONE,Anger,Neutral,3.0,6.0
audio_context/1_S09E02_371_c.wav,audio_utterance/1_S09E02_371_u.wav,0,NONE,Anger,Anger,3.0,6.0
audio_context/1_S09E02_386_c.wav,audio_utterance/1_S09E02_386_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_S09E02_392_c.wav,audio_utterance/1_S09E02_392_u.wav,0,NONE,Surprise,Surprise,7.0,8.0
audio_context/1_S09E02_424_c.wav,audio_utterance/1_S09E02_424_u.wav,0,NONE,Happiness,Neutral,6.0,5.0
audio_context/1_S09E03_056_c.wav,audio_utterance/1_S09E03_056_u.wav,1,PRO,Anger,Surprise,3.0,6.0
audio_context/1_S09E03_072_c.wav,audio_utterance/1_S09E03_072_u.wav,1,PRO,Ridicule,Neutral,4.0,6.0
audio_context/1_S09E03_120_c.wav,audio_utterance/1_S09E03_120_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E03_125_c.wav,audio_utterance/1_S09E03_125_u.wav,1,EMB,Frustration,Happiness,3.0,7.0
audio_context/1_S09E03_135_c.wav,audio_utterance/1_S09E03_135_u.wav,0,NONE,Surprise,Surprise,3.0,7.0
audio_context/1_S09E03_143_c.wav,audio_utterance/1_S09E03_143_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E03_170_c.wav,audio_utterance/1_S09E03_170_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E03_233_c.wav,audio_utterance/1_S09E03_233_u.wav,0,NONE,Fear,Fear,2.0,4.0
audio_context/1_S09E03_241_c.wav,audio_utterance/1_S09E03_241_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E03_359_c.wav,audio_utterance/1_S09E03_359_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E03_476_c.wav,audio_utterance/1_S09E03_476_u.wav,0,NONE,Sadness,Sadness,2.0,6.0
audio_context/1_S09E04_015_c.wav,audio_utterance/1_S09E04_015_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E04_053_c.wav,audio_utterance/1_S09E04_053_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_S09E04_074_c.wav,audio_utterance/1_S09E04_074_u.wav,0,NONE,Surprise,Surprise,6.0,7.0
audio_context/1_S09E04_088_c.wav,audio_utterance/1_S09E04_088_u.wav,0,NONE,Excitement,Excitement,6.0,7.0
audio_context/1_S09E04_106_c.wav,audio_utterance/1_S09E04_106_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E04_207_c.wav,audio_utterance/1_S09E04_207_u.wav,0,NONE,Frustration,Frustration,4.0,7.0
audio_context/1_S09E04_230_c.wav,audio_utterance/1_S09E04_230_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E04_267_c.wav,audio_utterance/1_S09E04_267_u.wav,0,NONE,Sadness,Sadness,3.0,6.0
audio_context/1_S09E04_288_c.wav,audio_utterance/1_S09E04_288_u.wav,1,PRO,Disgust,Neutral,3.0,7.0
audio_context/1_S09E04_342_c.wav,audio_utterance/1_S09E04_342_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E04_351_c.wav,audio_utterance/1_S09E04_351_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E04_382_c.wav,audio_utterance/1_S09E04_382_u.wav,0,NONE,Anger,Anger,2.0,6.0
audio_context/1_S09E05_022_c.wav,audio_utterance/1_S09E05_022_u.wav,0,NONE,Anger,Anger,2.0,4.0
audio_context/1_S09E05_213_c.wav,audio_utterance/1_S09E05_213_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E05_222_c.wav,audio_utterance/1_S09E05_222_u.wav,0,NONE,Disgust,Disgust,3.0,6.0
audio_context/1_S09E05_258_c.wav,audio_utterance/1_S09E05_258_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E05_278_c.wav,audio_utterance/1_S09E05_278_u.wav,0,NONE,Happiness,Happiness,7.0,6.0
audio_context/1_S09E05_284_c.wav,audio_utterance/1_S09E05_284_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S09E05_291_c.wav,audio_utterance/1_S09E05_291_u.wav,0,NONE,Sadness,Neutral,4.0,4.0
audio_context/1_S09E06_055_c.wav,audio_utterance/1_S09E06_055_u.wav,1,PRO,Ridicule,Neutral,3.0,8.0
audio_context/1_S09E06_168_c.wav,audio_utterance/1_S09E06_168_u.wav,1,PRO,Ridicule,Neutral,2.0,8.0
audio_context/1_S09E07_054_c.wav,audio_utterance/1_S09E07_054_u.wav,1,ILL,Frustration,Neutral,3.0,6.0
audio_context/1_S09E07_135_c.wav,audio_utterance/1_S09E07_135_u.wav,1,ILL,Anger,Surprise,3.0,7.0
audio_context/1_S09E07_285_c.wav,audio_utterance/1_S09E07_285_u.wav,1,ILL,Disgust,Neutral,3.0,8.0
audio_context/1_S09E08_255_c.wav,audio_utterance/1_S09E08_255_u.wav,1,ILL,Frustration,Excitement,4.0,7.0
audio_context/1_S09E10_065_c.wav,audio_utterance/1_S09E10_065_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S09E10_208_c.wav,audio_utterance/1_S09E10_208_u.wav,1,PRO,Frustration,Happiness,4.0,7.0
audio_context/1_S09E11_045_c.wav,audio_utterance/1_S09E11_045_u.wav,1,PRO,Disgust,Happiness,3.0,8.0
audio_context/1_S09E12_184_c.wav,audio_utterance/1_S09E12_184_u.wav,1,EMB,Disgust,Happiness,3.0,6.0
audio_context/1_S09E12_369_c.wav,audio_utterance/1_S09E12_369_u.wav,1,LIK,Frustration,Happiness,2.0,8.0
audio_context/1_S09E13_024_c.wav,audio_utterance/1_S09E13_024_u.wav,1,ILL,Disgust,Happiness,3.0,7.0
audio_context/1_S09E14_045_c.wav,audio_utterance/1_S09E14_045_u.wav,1,EMB,Frustration,Surprise,3.0,8.0
audio_context/1_S09E14_455_c.wav,audio_utterance/1_S09E14_455_u.wav,1,ILL,Disgust,Happiness,4.0,6.0
audio_context/1_S09E16_101_c.wav,audio_utterance/1_S09E16_101_u.wav,1,ILL,Ridicule,Neutral,4.0,6.0
audio_context/1_S09E16_189_c.wav,audio_utterance/1_S09E16_189_u.wav,1,PRO,Frustration,Neutral,4.0,7.0
audio_context/1_S09E18_033_c.wav,audio_utterance/1_S09E18_033_u.wav,1,PRO,Ridicule,Surprise,3.0,7.0
audio_context/1_S09E18_147_c.wav,audio_utterance/1_S09E18_147_u.wav,1,EMB,Anger,Happiness,2.0,8.0
audio_context/1_S09E18_357_c.wav,audio_utterance/1_S09E18_357_u.wav,1,PRO,Ridicule,Surprise,4.0,8.0
audio_context/1_S09E19_044_c.wav,audio_utterance/1_S09E19_044_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S09E20_029_c.wav,audio_utterance/1_S09E20_029_u.wav,1,ILL,Disgust,Excitement,3.0,7.0
audio_context/1_S09E20_127_c.wav,audio_utterance/1_S09E20_127_u.wav,1,PRO,Frustration,Surprise,2.0,7.0
audio_context/1_S09E20_156_c.wav,audio_utterance/1_S09E20_156_u.wav,1,ILL,Frustration,Neutral,3.0,7.0
audio_context/1_S09E20_179_c.wav,audio_utterance/1_S09E20_179_u.wav,1,PRO,Ridicule,Neutral,3.0,7.0
audio_context/1_S09E20_237_c.wav,audio_utterance/1_S09E20_237_u.wav,1,ILL,Ridicule,Neutral,3.0,8.0
audio_context/1_S09E20_354_c.wav,audio_utterance/1_S09E20_354_u.wav,1,PRO,Disgust,Neutral,4.0,6.0
audio_context/1_S09E21_024_c.wav,audio_utterance/1_S09E21_024_u.wav,1,PRO,Ridicule,Neutral,3.0,7.0
audio_context/1_S09E21_255_c.wav,audio_utterance/1_S09E21_255_u.wav,1,EMB,Ridicule,Neutral,2.0,8.0
audio_context/1_S09E21_401_c.wav,audio_utterance/1_S09E21_401_u.wav,1,PRO,Ridicule,Excitement,2.0,7.0
audio_context/1_S09E22_015_c.wav,audio_utterance/1_S09E22_015_u.wav,1,ILL,Disgust,Happiness,3.0,6.0
audio_context/1_S09E22_075_c.wav,audio_utterance/1_S09E22_075_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S09E23_017_c.wav,audio_utterance/1_S09E23_017_u.wav,1,PRO,Frustration,Neutral,4.0,6.0
audio_context/1_S09E23_102_c.wav,audio_utterance/1_S09E23_102_u.wav,1,PRO,Frustration,Surprise,3.0,8.0
audio_context/1_S09E23_270_c.wav,audio_utterance/1_S09E23_270_u.wav,1,ILL,Ridicule,Surprise,2.0,7.0
audio_context/1_S09E23_420_c.wav,audio_utterance/1_S09E23_420_u.wav,1,ILL,Anger,Happiness,3.0,8.0
audio_context/1_S09E24_014_c.wav,audio_utterance/1_S09E24_014_u.wav,1,PRO,Ridicule,Surprise,3.0,7.0
audio_context/1_S09E24_152_c.wav,audio_utterance/1_S09E24_152_u.wav,1,ILL,Frustration,Happiness,3.0,7.0
audio_context/1_S10E01_075_c.wav,audio_utterance/1_S10E01_075_u.wav,1,ILL,Ridicule,Neutral,3.0,7.0
audio_context/1_S10E01_197_c.wav,audio_utterance/1_S10E01_197_u.wav,1,ILL,Sadness,Happiness,3.0,7.0
audio_context/1_S10E01_225_c.wav,audio_utterance/1_S10E01_225_u.wav,1,PRO,Ridicule,Neutral,3.0,8.0
audio_context/1_S10E01_381_c.wav,audio_utterance/1_S10E01_381_u.wav,1,PRO,Ridicule,Neutral,4.0,7.0
audio_context/1_S10E01_474_c.wav,audio_utterance/1_S10E01_474_u.wav,1,ILL,Ridicule,Surprise,4.0,7.0
audio_context/1_S10E02_101_c.wav,audio_utterance/1_S10E02_101_u.wav,1,ILL,Anger,Surprise,3.0,8.0
audio_context/1_S10E02_123_c.wav,audio_utterance/1_S10E02_123_u.wav,0,NONE,Fear,Fear,2.0,9.0
audio_context/1_S10E02_327_c.wav,audio_utterance/1_S10E02_327_u.wav,0,NONE,Happiness,Happiness,7.0,7.0
audio_context/1_S10E02_372_c.wav,audio_utterance/1_S10E02_372_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E03_144_c.wav,audio_utterance/1_S10E03_144_u.wav,1,ILL,Frustration,Happiness,3.0,8.0
audio_context/1_S10E03_154_c.wav,audio_utterance/1_S10E03_154_u.wav,0,NONE,Happiness,Happiness,6.0,7.0
audio_context/1_S10E03_177_c.wav,audio_utterance/1_S10E03_177_u.wav,0,NONE,Excitement,Excitement,7.0,7.0
audio_context/1_S10E03_224_c.wav,audio_utterance/1_S10E03_224_u.wav,0,NONE,Frustration,Frustration,4.0,3.0
audio_context/1_S10E03_260_c.wav,audio_utterance/1_S10E03_260_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E03_282_c.wav,audio_utterance/1_S10E03_282_u.wav,0,NONE,Fear,Fear,3.0,7.0
audio_context/1_S10E03_311_c.wav,audio_utterance/1_S10E03_311_u.wav,0,NONE,Disgust,Disgust,4.0,6.0
audio_context/1_S10E04_007_c.wav,audio_utterance/1_S10E04_007_u.wav,1,PRO,Ridicule,Surprise,3.0,7.0
audio_context/1_S10E04_021_c.wav,audio_utterance/1_S10E04_021_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E04_043_c.wav,audio_utterance/1_S10E04_043_u.wav,0,NONE,Fear,Fear,4.0,6.0
audio_context/1_S10E04_057_c.wav,audio_utterance/1_S10E04_057_u.wav,0,NONE,Fear,Neutral,4.0,6.0
audio_context/1_S10E04_082_c.wav,audio_utterance/1_S10E04_082_u.wav,0,NONE,Disgust,Neutral,4.0,5.0
audio_context/1_S10E04_105_c.wav,audio_utterance/1_S10E04_105_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E04_158_c.wav,audio_utterance/1_S10E04_158_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E04_177_c.wav,audio_utterance/1_S10E04_177_u.wav,0,NONE,Fear,Neutral,4.0,6.0
audio_context/1_S10E04_194_c.wav,audio_utterance/1_S10E04_194_u.wav,0,NONE,Fear,Fear,4.0,6.0
audio_context/1_S10E04_238_c.wav,audio_utterance/1_S10E04_238_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E04_262_c.wav,audio_utterance/1_S10E04_262_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E04_277_c.wav,audio_utterance/1_S10E04_277_u.wav,0,NONE,Anger,Anger,4.0,7.0
audio_context/1_S10E04_307_c.wav,audio_utterance/1_S10E04_307_u.wav,0,NONE,Fear,Fear,4.0,6.0
audio_context/1_S10E04_343_c.wav,audio_utterance/1_S10E04_343_u.wav,0,NONE,Frustration,Frustration,5.0,7.0
audio_context/1_S10E04_361_c.wav,audio_utterance/1_S10E04_361_u.wav,0,NONE,Fear,Fear,5.0,7.0
audio_context/1_S10E04_398_c.wav,audio_utterance/1_S10E04_398_u.wav,0,NONE,Frustration,Frustration,4.0,6.0
audio_context/1_S10E04_403_c.wav,audio_utterance/1_S10E04_403_u.wav,0,NONE,Anger,Anger,3.0,6.0
audio_context/1_S10E05_079_c.wav,audio_utterance/1_S10E05_079_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E05_110_c.wav,audio_utterance/1_S10E05_110_u.wav,0,NONE,Anger,Anger,3.0,7.0
audio_context/1_S10E05_120_c.wav,audio_utterance/1_S10E05_120_u.wav,0,NONE,Excitement,Neutral,6.0,5.0
audio_context/1_S10E05_288_c.wav,audio_utterance/1_S10E05_288_u.wav,1,ILL,Disgust,Sadness,3.0,7.0
audio_context/1_S10E05_319_c.wav,audio_utterance/1_S10E05_319_u.wav,0,NONE,Disgust,Disgust,4.0,7.0
audio_context/1_S10E06_003_c.wav,audio_utterance/1_S10E06_003_u.wav,0,NONE,Sadness,Neutral,4.0,5.0
audio_context/1_S10E06_062_c.wav,audio_utterance/1_S10E06_062_u.wav,0,NONE,Happiness,Excitement,7.0,7.0
audio_context/1_S10E06_091_c.wav,audio_utterance/1_S10E06_091_u.wav,0,NONE,Surprise,Neutral,6.0,6.0
audio_context/1_S10E06_166_c.wav,audio_utterance/1_S10E06_166_u.wav,0,NONE,Disgust,Disgust,4.0,6.0
audio_context/1_S10E06_255_c.wav,audio_utterance/1_S10E06_255_u.wav,0,NONE,Neutral,Neutral,6.0,5.0
audio_context/1_S10E07_069_c.wav,audio_utterance/1_S10E07_069_u.wav,1,PRO,Disgust,Happiness,3.0,8.0
audio_context/1_S10E07_110_c.wav,audio_utterance/1_S10E07_110_u.wav,1,ILL,Ridicule,Surprise,4.0,7.0
audio_context/1_S10E07_140_c.wav,audio_utterance/1_S10E07_140_u.wav,1,PRO,Ridicule,Surprise,4.0,8.0
audio_context/1_S10E07_163_c.wav,audio_utterance/1_S10E07_163_u.wav,0,NONE,Excitement,Neutral,6.0,6.0
audio_context/1_S10E07_187_c.wav,audio_utterance/1_S10E07_187_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E07_198_c.wav,audio_utterance/1_S10E07_198_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E07_247_c.wav,audio_utterance/1_S10E07_247_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_S10E07_267_c.wav,audio_utterance/1_S10E07_267_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E08_063_c.wav,audio_utterance/1_S10E08_063_u.wav,1,PRO,Ridicule,Surprise,4.0,8.0
audio_context/1_S10E08_131_c.wav,audio_utterance/1_S10E08_131_u.wav,1,PRO,Ridicule,Neutral,4.0,7.0
audio_context/1_S10E08_140_c.wav,audio_utterance/1_S10E08_140_u.wav,0,NONE,Disgust,Disgust,4.0,3.0
audio_context/1_S10E09_021_c.wav,audio_utterance/1_S10E09_021_u.wav,1,PRO,Anger,Happiness,4.0,8.0
audio_context/1_S10E09_066_c.wav,audio_utterance/1_S10E09_066_u.wav,1,PRO,Ridicule,Surprise,3.0,7.0
audio_context/1_S10E09_081_c.wav,audio_utterance/1_S10E09_081_u.wav,0,NONE,Excitement,Excitement,6.0,7.0
audio_context/1_S10E09_100_c.wav,audio_utterance/1_S10E09_100_u.wav,0,NONE,Happiness,Neutral,6.0,6.0
audio_context/1_S10E09_169_c.wav,audio_utterance/1_S10E09_169_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_S10E09_186_c.wav,audio_utterance/1_S10E09_186_u.wav,0,NONE,Happiness,Neutral,6.0,6.0
audio_context/1_S10E09_194_c.wav,audio_utterance/1_S10E09_194_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_S10E09_258_c.wav,audio_utterance/1_S10E09_258_u.wav,1,PRO,Ridicule,Surprise,4.0,7.0
audio_context/1_S10E09_324_c.wav,audio_utterance/1_S10E09_324_u.wav,0,NONE,Frustration,Frustration,4.0,6.0
audio_context/1_S10E10_009_c.wav,audio_utterance/1_S10E10_009_u.wav,1,EMB,Ridicule,Neutral,4.0,7.0
audio_context/1_S10E10_090_c.wav,audio_utterance/1_S10E10_090_u.wav,0,NONE,Happiness,Happiness,6.0,5.0
audio_context/1_S10E10_158_c.wav,audio_utterance/1_S10E10_158_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S10E10_269_c.wav,audio_utterance/1_S10E10_269_u.wav,1,PRO,Anger,Neutral,3.0,8.0
audio_context/1_S10E10_376_c.wav,audio_utterance/1_S10E10_376_u.wav,0,NONE,Sadness,Sadness,4.0,6.0
audio_context/1_S10E11_321_c.wav,audio_utterance/1_S10E11_321_u.wav,1,ILL,Ridicule,Sadness,3.0,8.0
audio_context/1_S10E12_115_c.wav,audio_utterance/1_S10E12_115_u.wav,1,PRO,Ridicule,Neutral,3.0,8.0
audio_context/1_S10E13_095_c.wav,audio_utterance/1_S10E13_095_u.wav,1,ILL,Ridicule,Sadness,3.0,8.0
audio_context/1_S10E13_135_c.wav,audio_utterance/1_S10E13_135_u.wav,1,ILL,Frustration,Happiness,4.0,7.0
audio_context/1_S10E14_032_c.wav,audio_utterance/1_S10E14_032_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S10E14_056_c.wav,audio_utterance/1_S10E14_056_u.wav,1,PRO,Ridicule,Neutral,3.0,8.0
audio_context/1_S10E14_094_c.wav,audio_utterance/1_S10E14_094_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S10E14_476_c.wav,audio_utterance/1_S10E14_476_u.wav,1,PRO,Ridicule,Excitement,3.0,7.0
audio_context/1_S10E16_009_c.wav,audio_utterance/1_S10E16_009_u.wav,1,PRO,Ridicule,Surprise,3.0,8.0
audio_context/1_S10E17_032_c.wav,audio_utterance/1_S10E17_032_u.wav,1,PRO,Ridicule,Surprise,3.0,6.0
audio_context/1_S10E17_096_c.wav,audio_utterance/1_S10E17_096_u.wav,1,EMB,Frustration,Neutral,3.0,8.0
audio_context/1_S10E17_125_c.wav,audio_utterance/1_S10E17_125_u.wav,1,EMB,Ridicule,Neutral,3.0,8.0
audio_context/1_S10E17_146_c.wav,audio_utterance/1_S10E17_146_u.wav,1,PRO,Ridicule,Anger,3.0,8.0
audio_context/1_S10E17_287_c.wav,audio_utterance/1_S10E17_287_u.wav,1,ILL,Disgust,Happiness,3.0,8.0
audio_context/1_S10E18_164_c.wav,audio_utterance/1_S10E18_164_u.wav,1,PRO,Ridicule,Excitement,3.0,8.0
audio_context/1_S10E18_266_c.wav,audio_utterance/1_S10E18_266_u.wav,1,ILL,Ridicule,Surprise,3.0,8.0
audio_context/1_S10E18_323_c.wav,audio_utterance/1_S10E18_323_u.wav,1,PRO,Frustration,Excitement,2.0,8.0
audio_context/1_S10E18_391_c.wav,audio_utterance/1_S10E18_391_u.wav,1,EMB,Disgust,Happiness,3.0,7.0
audio_context/1_S10E18_423_c.wav,audio_utterance/1_S10E18_423_u.wav,1,PRO,Ridicule,Neutral,3.0,6.0
audio_context/1_S10E19_015_c.wav,audio_utterance/1_S10E19_015_u.wav,1,EMB,Anger,Excitement,3.0,8.0
audio_context/1_S10E19_252_c.wav,audio_utterance/1_S10E19_252_u.wav,1,PRO,Ridicule,Surprise,3.0,8.0
audio_context/1_S10E21_151_c.wav,audio_utterance/1_S10E21_151_u.wav,1,EMB,Ridicule,Sadness,2.0,8.0
audio_context/1_S10E21_200_c.wav,audio_utterance/1_S10E21_200_u.wav,1,PRO,Ridicule,Surprise,3.0,8.0
audio_context/1_S10E23_165_c.wav,audio_utterance/1_S10E23_165_u.wav,1,PRO,Ridicule,Sadness,3.0,8.0
audio_context/1_S11E01_100_c.wav,audio_utterance/1_S11E01_100_u.wav,0,NONE,Disgust,Neutral,4.0,5.0
audio_context/1_S11E01_222_c.wav,audio_utterance/1_S11E01_222_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E01_337_c.wav,audio_utterance/1_S11E01_337_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E01_400_c.wav,audio_utterance/1_S11E01_400_u.wav,1,EMB,Ridicule,Happiness,3.0,8.0
audio_context/1_S11E01_446_c.wav,audio_utterance/1_S11E01_446_u.wav,0,NONE,Happiness,Happiness,6.0,6.0
audio_context/1_S11E02_008_c.wav,audio_utterance/1_S11E02_008_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E02_030_c.wav,audio_utterance/1_S11E02_030_u.wav,1,ILL,Disgust,Surprise,3.0,6.0
audio_context/1_S11E02_049_c.wav,audio_utterance/1_S11E02_049_u.wav,0,NONE,Excitement,Excitement,6.0,6.0
audio_context/1_S11E02_127_c.wav,audio_utterance/1_S11E02_127_u.wav,0,NONE,Surprise,Happiness,6.0,7.0
audio_context/1_S11E02_205_c.wav,audio_utterance/1_S11E02_205_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E02_299_c.wav,audio_utterance/1_S11E02_299_u.wav,0,NONE,Frustration,Frustration,3.0,7.0
audio_context/1_S11E03_006_c.wav,audio_utterance/1_S11E03_006_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E03_067_c.wav,audio_utterance/1_S11E03_067_u.wav,0,NONE,Disgust,Disgust,4.0,5.0
audio_context/1_S11E03_169_c.wav,audio_utterance/1_S11E03_169_u.wav,0,NONE,Surprise,Surprise,6.0,7.0
audio_context/1_S11E03_220_c.wav,audio_utterance/1_S11E03_220_u.wav,0,NONE,Neutral,Neutral,5.0,5.0
audio_context/1_S11E03_250_c.wav,audio_utterance/1_S11E03_250_u.wav,0,NONE,Frustration,Frustration,4.0,6.0
